"Ano";"Tipo de Emenda";"Autor da emenda";"Número da emenda";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Valor empenhado";"Valor liquidado";"Valor pago";"Valor Restos a Pagar Inscritos";"Valor Restos a Pagar Cancelados";"Valor Restos a Pagar Pagos";
"2023";"Emenda Individual";"JEFFERSON CAMPOS";"0001";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"11.493.904,00";"11.493.904,00";"11.493.904,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MIGUEL LOMBARDI";"0005";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"11.502.429,00";"11.502.429,00";"11.502.429,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DANIEL SILVEIRA";"0005";"RIO DE JANEIRO (UF)";"Educação";"Assistência hospitalar e ambulatorial";"11.505.908,63";"10.988.385,39";"9.619.867,28";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"FLAVIO ARNS";"0002";"PARANÁ (UF)";"Assistência social";"Assistência comunitária";"11.533.224,00";"11.433.224,00";"11.433.224,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"FLAVIO ARNS";"0008";"PARANÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"11.540.561,00";"11.540.561,00";"11.540.561,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PAULO GUEDES";"0003";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"11.567.385,00";"11.567.385,00";"11.567.385,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JEAN PAUL PRATES";"0005";"RIO GRANDE DO NORTE (UF)";"Encargos especiais";"Outras transferências";"11.630.392,00";"11.630.392,00";"11.630.392,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"RUBENS OTONI";"0006";"GOIÁS (UF)";"Encargos especiais";"Outras transferências";"11.652.834,00";"11.652.834,00";"11.652.834,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JOSEILDO RAMOS";"0003";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"11.652.835,00";"11.652.835,00";"11.652.835,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LUCIANO DUCCI";"0005";"PARANÁ (UF)";"Encargos especiais";"Outras transferências";"11.677.777,00";"11.677.777,00";"11.677.777,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CELSO RUSSOMANNO";"0001";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"11.692.780,00";"11.494.926,00";"11.494.926,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ELIAS VAZ";"0005";"MÚLTIPLO";"Múltiplo";"Múltiplo";"11.701.907,95";"10.495.847,00";"10.495.847,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CEZINHA DE MADUREIRA";"0004";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"11.730.361,00";"11.730.361,00";"11.730.361,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"SIMONE TEBET";"0003";"TRÊS LAGOAS - MS";"Encargos especiais";"Outras transferências";"11.733.241,00";"11.733.241,00";"11.733.241,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CACA LEAO";"0003";"BAHIA (UF)";"Múltiplo";"Múltiplo";"11.738.284,00";"11.298.284,00";"11.298.284,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MARIA ROSAS";"0002";"MÚLTIPLO";"Saúde";"Assistência hospitalar e ambulatorial";"11.767.087,00";"9.667.398,00";"9.667.398,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"SILVIO COSTA FILHO";"0002";"PERNAMBUCO (UF)";"Saúde";"Atenção básica";"11.812.779,00";"11.812.779,00";"11.812.779,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"NELSINHO TRAD";"0004";"MATO GROSSO DO SUL (UF)";"Saúde";"Atenção básica";"11.814.705,00";"11.814.705,00";"11.814.705,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LAURIETE";"0001";"MONTANHA - ES";"Saúde";"Assistência hospitalar e ambulatorial";"11.814.752,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ANDRE FERREIRA";"0002";"PERNAMBUCO (UF)";"Saúde";"Atenção básica";"11.815.755,00";"11.815.755,00";"11.815.755,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JOSE MEDEIROS";"0009";"MATO GROSSO (UF)";"Encargos especiais";"Outras transferências";"11.850.000,00";"11.850.000,00";"11.850.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CHIQUINHO BRAZAO";"0001";"RIO DE JANEIRO (UF)";"Saúde";"Atenção básica";"11.859.581,00";"11.859.581,00";"11.859.581,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ADRIANA VENTURA";"0008";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"11.865.820,00";"1.191.026,00";"1.191.026,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LINCOLN PORTELA";"0002";"MINAS GERAIS (UF)";"Saúde";"Atenção básica";"11.873.362,00";"11.794.153,00";"11.794.153,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"RODRIGO DE CASTRO";"0008";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"11.896.466,00";"11.896.466,00";"11.896.466,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JULIO CESAR";"0010";"PIAUÍ (UF)";"Encargos especiais";"Outras transferências";"11.897.215,00";"11.897.215,00";"11.897.215,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MISAEL VARELLA";"0004";"MINAS GERAIS (UF)";"Múltiplo";"Múltiplo";"11.901.206,00";"8.401.206,00";"8.401.206,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JADER BARBALHO";"0002";"PARÁ (UF)";"Saúde";"Atenção básica";"11.906.214,00";"11.506.214,00";"11.506.214,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JULIO CESAR RIBEIRO";"0016";"DISTRITO FEDERAL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"11.918.477,00";"9.681.621,00";"9.681.621,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ATILA LIRA";"0001";"PIAUÍ (UF)";"Saúde";"Atenção básica";"11.949.598,00";"11.949.598,00";"11.949.598,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ATILA LINS";"0002";"AMAZONAS (UF)";"Defesa nacional";"Assistência comunitária";"11.969.069,00";"2.956.000,00";"2.956.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JUNIOR LOURENCO";"0004";"MARANHÃO (UF)";"Saúde";"Atenção básica";"11.974.688,00";"11.974.688,00";"11.974.688,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DELEGADO MARCELO FREITAS";"0005";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"11.978.676,00";"11.978.676,00";"11.978.676,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"BALEIA ROSSI";"0006";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"11.980.691,00";"1.796.228,00";"1.796.228,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ZEQUINHA MARINHO";"0005";"Nacional";"Ciência e Tecnologia";"Desenvolvimento científico";"11.982.571,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"SAMUEL MOREIRA";"0011";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"11.982.666,00";"11.982.666,00";"11.982.666,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JOAO DANIEL";"0006";"MÚLTIPLO";"Saúde";"Atenção básica";"11.982.750,00";"11.982.750,00";"11.982.750,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"IRAJA";"0001";"TOCANTINS (UF)";"Saúde";"Atenção básica";"12.023.480,00";"10.696.380,00";"10.696.380,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JUSCELINO FILHO";"0003";"MARANHÃO (UF)";"Encargos especiais";"Outras transferências";"12.051.697,00";"12.051.697,00";"12.051.697,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LIZIANE BAYER";"0006";"RIO GRANDE DO SUL (UF)";"Encargos especiais";"Outras transferências";"12.060.137,00";"12.060.137,00";"12.060.137,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LUIZIANNE LINS";"0004";"CEARÁ (UF)";"Saúde";"Atenção básica";"12.081.064,00";"11.952.732,00";"11.952.732,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PEDRO LUCAS FERNANDES";"0002";"MARANHÃO (UF)";"Saúde";"Atenção básica";"12.099.787,00";"12.099.787,00";"12.099.787,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"BETO ROSADO";"0002";"RIO GRANDE DO NORTE (UF)";"Saúde";"Atenção básica";"12.106.286,00";"12.106.286,00";"12.106.286,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"AUGUSTO COUTINHO";"0011";"PERNAMBUCO (UF)";"Saúde";"Atenção básica";"12.107.522,00";"12.107.522,00";"12.107.522,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"HERCILIO COELHO DINIZ";"0002";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"12.147.709,00";"12.147.709,00";"12.147.709,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LAERCIO OLIVEIRA";"0004";"SERGIPE (UF)";"Saúde";"Múltiplo";"12.151.538,00";"10.551.701,00";"10.551.701,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"TIRIRICA";"0004";"MÚLTIPLO";"Saúde";"Múltiplo";"12.186.273,00";"12.186.273,00";"12.186.273,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MARCOS AURELIO SAMPAIO";"0003";"PIAUÍ (UF)";"Saúde";"Atenção básica";"12.218.461,00";"4.072.398,00";"4.072.398,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ALTINEU CORTES";"0002";"SÃO GONÇALO - RJ";"Urbanismo";"infra-estrutura urbana";"12.219.069,00";"518.333,00";"518.333,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CARLA DICKSON";"0011";"RIO GRANDE DO NORTE (UF)";"Saúde";"Atenção básica";"12.219.069,00";"12.219.069,00";"12.219.069,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"OLIVAL MARQUES";"0002";"PARÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"12.219.069,00";"12.219.069,00";"12.219.069,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"NEWTON CARDOSO JR";"0007";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"12.219.799,00";"12.219.799,00";"12.219.799,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"RICARDO SILVA";"0001";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"12.223.059,00";"12.223.059,00";"12.223.059,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MARIO HERINGER";"0005";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"12.303.482,00";"12.303.482,00";"12.303.482,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DR. ZACHARIAS CALIL";"0001";"GOIÁS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"12.323.128,00";"12.323.128,00";"12.323.128,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"RUY CARNEIRO";"0009";"PARAÍBA (UF)";"Saúde";"Atenção básica";"12.325.609,00";"12.051.894,00";"12.051.894,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"REGUFFE";"0007";"DISTRITO FEDERAL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"12.336.776,00";"12.336.776,00";"12.336.776,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"WEVERTON";"0004";"Nacional";"Saúde";"Assistência hospitalar e ambulatorial";"12.338.815,00";"12.338.815,00";"12.338.815,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"AECIO NEVES";"0001";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"12.373.676,00";"12.373.676,00";"12.373.676,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"FELIPE RIGONI";"0006";"ESPÍRITO SANTO (UF)";"Encargos especiais";"Outras transferências";"12.393.072,00";"12.393.072,00";"12.393.072,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LUIZ LIMA";"0004";"RIO DE JANEIRO (UF)";"Saúde";"Atenção básica";"12.394.447,00";"12.394.447,00";"12.394.447,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"EDUARDO COSTA";"0002";"PARÁ (UF)";"Saúde";"Atenção básica";"12.404.465,00";"12.404.465,00";"12.404.465,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MARCIO JERRY";"0005";"MARANHÃO (UF)";"Encargos especiais";"Outras transferências";"12.407.830,00";"12.407.830,00";"12.407.830,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PAULO FOLETTO";"0002";"ESPÍRITO SANTO (UF)";"Encargos especiais";"Outras transferências";"12.422.552,00";"12.422.552,00";"12.422.552,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"EUCLYDES PETTERSEN";"0004";"MINAS GERAIS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"12.422.714,00";"12.422.714,00";"12.422.714,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DARIO BERGER";"0014";"SÃO JOSÉ - SC";"Saúde";"Atenção básica";"12.442.584,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MARCIO BIOLCHI";"0001";"RIO GRANDE DO SUL (UF)";"Saúde";"Atenção básica";"12.447.271,00";"12.447.271,00";"12.447.271,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DIEGO ANDRADE";"0004";"MINAS GERAIS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"12.481.361,00";"12.481.361,00";"12.481.361,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GUSTINHO RIBEIRO";"0002";"SERGIPE (UF)";"Saúde";"Atenção básica";"12.498.645,00";"12.498.645,00";"12.498.645,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"HEITOR SCHUCH";"0006";"RIO GRANDE DO SUL (UF)";"Saúde";"Atenção básica";"12.548.313,00";"12.548.313,00";"12.548.313,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MARCIO LABRE";"0002";"SÃO JOÃO DE MERITI - RJ";"Encargos especiais";"Outras transferências";"12.552.889,00";"12.552.889,00";"12.552.889,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ZE VITOR";"0003";"MINAS GERAIS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"12.591.308,00";"10.035.070,00";"10.035.070,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CONFUCIO MOURA";"0002";"RONDÔNIA (UF)";"Saúde";"Atenção básica";"12.594.612,00";"12.594.612,00";"12.594.612,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JORGE KAJURU";"0001";"GOIÁS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"12.598.920,00";"13.198.920,00";"13.198.920,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MARCOS ROGERIO";"0003";"RONDÔNIA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"12.623.048,00";"12.623.048,00";"12.623.048,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"NELSON BARBUDO";"0009";"Nacional";"Encargos especiais";"Outras transferências";"12.646.046,00";"12.646.046,00";"12.646.046,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"EFRAIM FILHO";"0003";"PARAÍBA (UF)";"Encargos especiais";"Outras transferências";"12.707.832,00";"12.707.832,00";"12.707.832,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GIORDANO";"0004";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"12.738.817,00";"12.736.684,00";"12.736.684,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GONZAGA PATRIOTA";"0001";"PERNAMBUCO (UF)";"Encargos especiais";"Outras transferências";"12.748.505,00";"12.748.505,00";"12.748.505,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LUCAS VERGILIO";"0002";"Nacional";"Saúde";"Assistência hospitalar e ambulatorial";"12.749.592,00";"12.749.592,00";"12.749.592,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JOSE AIRTON FELIX CIRILO";"0002";"CEARÁ (UF)";"Saúde";"Atenção básica";"12.754.860,00";"12.754.860,00";"12.754.860,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"VANDER LOUBET";"0005";"MATO GROSSO DO SUL (UF)";"Saúde";"Atenção básica";"12.776.054,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"HAROLDO CATHEDRAL";"0003";"RORAIMA (UF)";"Encargos especiais";"Outras transferências";"12.789.292,00";"12.789.292,00";"12.789.292,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GUILHERME MUSSI";"0001";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"12.793.281,00";"12.793.281,00";"12.793.281,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"SERGIO SOUZA";"0005";"PARANÁ (UF)";"Saúde";"Atenção básica";"12.793.283,00";"12.793.283,00";"12.793.283,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"HUGO MOTTA";"0002";"PARAÍBA (UF)";"Saúde";"Atenção básica";"12.793.284,00";"12.793.284,00";"12.793.284,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LEANDRE";"0014";"PARANÁ (UF)";"Encargos especiais";"Outras transferências";"12.797.705,00";"12.797.705,00";"12.797.705,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"NILTO TATTO";"0006";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"12.814.005,00";"12.814.005,00";"12.814.005,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"SUBTENENTE GONZAGA";"0003";"MINAS GERAIS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"12.819.125,00";"12.719.125,00";"12.719.125,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CHARLLES EVANGELISTA";"0003";"Sudeste";"Saúde";"Assistência hospitalar e ambulatorial";"12.822.643,00";"12.822.643,00";"12.822.643,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LUIZ CARLOS";"0003";"AMAPÁ (UF)";"Saúde";"Múltiplo";"12.835.590,00";"6.742.100,00";"6.742.100,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PAULO AZI";"0006";"BAHIA (UF)";"Saúde";"Atenção básica";"12.836.366,00";"12.836.366,00";"12.836.366,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"IGOR KANNARIO";"0001";"BAHIA (UF)";"Saúde";"Atenção básica";"12.841.359,00";"12.841.359,00";"12.841.359,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"VICENTINHO JUNIOR";"0003";"TOCANTINS (UF)";"Saúde";"Atenção básica";"12.841.362,00";"12.841.362,00";"12.841.362,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"BENES LEOCADIO";"0011";"RIO GRANDE DO NORTE (UF)";"Encargos especiais";"Outras transferências";"12.870.753,00";"12.870.753,00";"12.870.753,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DR. FREDERICO";"0001";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"12.874.742,00";"12.874.742,00";"12.874.742,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ROSE DE FREITAS";"0012";"ESPÍRITO SANTO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"12.877.288,00";"12.154.512,00";"12.154.512,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"FELIPE RIGONI";"0008";"ESPÍRITO SANTO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"12.897.360,00";"367.574,00";"367.574,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"SANDRO ALEX";"0002";"PARANÁ (UF)";"Encargos especiais";"Outras transferências";"12.914.567,00";"12.914.567,00";"12.914.567,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CACA LEAO";"0001";"BAHIA (UF)";"Saúde";"Atenção básica";"12.921.933,00";"12.921.933,00";"12.921.933,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"FLAVIO NOGUEIRA";"0002";"PIAUÍ (UF)";"Saúde";"Atenção básica";"12.951.753,00";"12.951.753,00";"12.951.753,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GILBERTO ABRAMO";"0005";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"12.952.214,00";"12.952.214,00";"12.952.214,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PASTOR EURICO";"0001";"PERNAMBUCO (UF)";"Múltiplo";"Múltiplo";"13.033.674,00";"13.333.674,00";"13.033.674,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JOSE GUIMARAES";"0002";"CEARÁ (UF)";"Encargos especiais";"Outras transferências";"13.033.674,00";"13.033.674,00";"13.033.674,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ALEX SANTANA";"0001";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"13.033.674,00";"13.033.674,00";"13.033.674,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"WELLINGTON ROBERTO";"0003";"PARAÍBA (UF)";"Encargos especiais";"Outras transferências";"13.033.674,00";"13.033.674,00";"13.033.674,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GENECIAS NORONHA";"0006";"CEARÁ (UF)";"Saúde";"Atenção básica";"13.033.674,00";"13.033.674,00";"13.033.674,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"HELIO LEITE";"0001";"PARÁ (UF)";"Encargos especiais";"Outras transferências";"13.033.674,00";"13.033.674,00";"13.033.674,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PR. MARCO FELICIANO";"0017";"CARAPICUÍBA - SP";"Encargos especiais";"Outras transferências";"13.033.674,00";"13.033.674,00";"13.033.674,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ALEXIS FONTEYNE";"0001";"CAMPINAS - SP";"Encargos especiais";"Outras transferências";"13.033.674,00";"13.033.674,00";"13.033.674,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"MARIO NEGROMONTE JR.";"0001";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"13.033.674,00";"13.033.674,00";"13.033.674,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DELEGADO EDER MAURO";"0001";"PARÁ (UF)";"Saúde";"Atenção básica";"13.034.490,00";"13.034.490,00";"13.034.490,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ANDRE FIGUEIREDO";"0016";"CEARÁ (UF)";"Encargos especiais";"Outras transferências";"13.076.179,00";"13.076.179,00";"13.076.179,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ORIOVISTO GUIMARAES";"0010";"PARANÁ (UF)";"Saúde";"Atenção básica";"13.087.706,00";"13.087.706,00";"13.087.706,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JOSE ROCHA";"0003";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"13.138.230,00";"13.138.230,00";"13.138.230,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GUIGA PEIXOTO";"0007";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"13.161.968,00";"12.611.968,00";"12.611.968,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"FELIX MENDONCA JUNIOR";"0001";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"13.199.249,00";"13.199.249,00";"13.199.249,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PAULO PAIM";"0006";"RIO GRANDE DO SUL (UF)";"Urbanismo";"infra-estrutura urbana";"13.230.393,00";"586.630,00";"586.630,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PAULAO";"0001";"ALAGOAS (UF)";"Saúde";"Atenção básica";"13.239.675,00";"13.239.675,00";"13.239.675,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CAROLINE DE TONI";"0002";"SANTA CATARINA (UF)";"Saúde";"Atenção básica";"13.273.655,00";"13.273.655,00";"13.273.655,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"FERNANDO MONTEIRO";"0002";"PERNAMBUCO (UF)";"Encargos especiais";"Outras transferências";"13.278.056,00";"13.278.056,00";"13.278.056,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"GENERAL PETERNELLI";"0001";"MÚLTIPLO";"Saúde";"Múltiplo";"13.279.086,46";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"AUREO RIBEIRO";"0009";"RIO DE JANEIRO (UF)";"Encargos especiais";"Outras transferências";"13.282.043,00";"13.282.043,00";"13.282.043,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"CARLOS VERAS";"0001";"PERNAMBUCO (UF)";"Saúde";"Atenção básica";"13.282.045,00";"13.152.449,00";"13.152.449,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DIMAS FABIANO";"0001";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"13.295.216,00";"13.295.216,00";"13.295.216,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"PASTOR EURICO";"0008";"PERNAMBUCO (UF)";"Saúde";"Atenção básica";"13.333.674,00";"13.333.674,00";"13.333.674,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LUIZ NISHIMORI";"0001";"PARANÁ (UF)";"Encargos especiais";"Outras transferências";"13.352.708,00";"13.352.708,00";"13.352.708,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"JULIO VENTURA";"0008";"MÚLTIPLO";"Saúde";"Atenção básica";"13.357.851,00";"13.116.535,00";"13.116.535,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"DANIEL ALMEIDA";"0011";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"13.359.516,00";"13.359.516,00";"13.359.516,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"ALINE GURGEL";"0002";"AMAPÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"13.359.516,00";"13.359.516,00";"13.359.516,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"FELIPE CARRERAS";"0003";"PERNAMBUCO (UF)";"Saúde";"Atenção básica";"13.359.516,00";"13.359.516,00";"13.359.516,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"LUISA CANZIANI";"0003";"PARANÁ (UF)";"Encargos especiais";"Outras transferências";"13.385.628,00";"13.385.628,00";"13.385.628,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"FABIO REIS";"0012";"SERGIPE (UF)";"Saúde";"Atenção básica";"13.408.977,00";"13.408.977,00";"13.408.977,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual";"OLIVAL MARQUES";"0001";"PARÁ (UF)";"Saúde";"Atenção básica";"13.470.214,00";"13.470.214,00";"13.470.214,00";"0,00";"0,00";"0,00";
