,codigoEmenda,ano,tipoEmenda,autor,nomeAutor,numeroEmenda,localidadeDoGasto,funcao,subfuncao,valorEmpenhado,valorLiquidado,valorPago,valorRestoInscrito,valorRestoCancelado,valorRestoPago
12066,201637000002,2016,Emenda Individual,KAIO MANICOBA,KAIO MANICOBA,0002,BEZERROS - PE,Comércio e serviços,Turismo,250000.0,"0,00","0,00","0,00","243.750,00","6.250,00"
12112,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,SANTA TEREZINHA - PE,Saúde,Saneamento básico rural,250000.0,"0,00","0,00","0,00","250.000,00","0,00"
12129,201637670009,2016,Emenda Individual,TADEU ALENCAR,TADEU ALENCAR,0009,ARARIPINA - PE,Comércio e serviços,Turismo,250000.0,"0,00","0,00","0,00","243.750,00","6.250,00"
12138,201637670018,2016,Emenda Individual,TADEU ALENCAR,TADEU ALENCAR,0018,SÃO LOURENÇO DA MATA - PE,Urbanismo,infra-estrutura urbana,25.0,"0,00","0,00","0,00","245.850,00","4.150,00"
12150,201710710016,2017,Emenda Individual,CARLOS EDUARDO CADOCA,CARLOS EDUARDO CADOCA,0016,RECIFE - PE,Saúde,Administração geral,250000.0,"0,00","0,00","0,00","0,00","250.000,00"
12152,201710710014,2017,Emenda Individual,CARLOS EDUARDO CADOCA,CARLOS EDUARDO CADOCA,0014,ILHA DE ITAMARACÁ - PE,Saúde,Atenção básica,250000.0,"0,00","0,00","0,00","0,00","250.000,00"
12167,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,SERRA TALHADA - PE,Cultura,Difusão cultural,250000.0,"0,00","0,00","0,00","0,00","250.000,00"
12178,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,TABIRA - PE,Organização agrária,Ordenamento territorial,250000.0,"0,00","0,00","250.000,00","250.000,00","0,00"
12189,201712180008,2017,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0008,SERTÂNIA - PE,Cultura,Difusão cultural,250000.0,"0,00","0,00","0,00","250.000,00","0,00"
12255,201712180010,2017,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0010,MIRANDIBA - PE,Desporto e lazer,Desporto comunitário,250000.0,"0,00","0,00","3.812,50","243.750,00","6.250,00"
12283,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,CHÃ DE ALEGRIA - PE,Saúde,Assistência hospitalar e ambulatorial,25.0,"0,00","0,00","0,00","25,00","0,00"
12288,201610710018,2016,Emenda Individual,CARLOS EDUARDO CADOCA,CARLOS EDUARDO CADOCA,0018,PAULISTA - PE,Desporto e lazer,Desporto comunitário,25.0,"0,00","0,00","6.250,00","0,00","25,00"
12332,201728840013,2017,Emenda Individual,ARMANDO MONTEIRO,ARMANDO MONTEIRO,0013,TABIRA - PE,Desporto e lazer,Desporto comunitário,250000.0,"0,00","0,00","3.812,50","243.750,00","6.250,00"
12333,201728840009,2017,Emenda Individual,ARMANDO MONTEIRO,ARMANDO MONTEIRO,0009,PARNAMIRIM - PE,Gestão ambiental,Recursos hídricos,250000.0,"0,00","0,00","42.794,14","0,00","207.205,86"
12361,201512180003,2015,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0003,BELÉM DO SÃO FRANCISCO - PE,Educação,Educação básica,250000.0,"0,00","0,00","0,00","250.000,00","0,00"
12418,201510710005,2015,Emenda Individual,CARLOS EDUARDO CADOCA,CARLOS EDUARDO CADOCA,0005,RECIFE - PE,Saúde,Assistência hospitalar e ambulatorial,25.0,"0,00","0,00","0,00","0,00","25,00"
12459,201532040014,2015,Emenda Individual,FERNANDO FERRO,FERNANDO FERRO,0014,ÁGUAS BELAS - PE,Direitos da cidadania,Normatização e fiscalização,250000.0,"250.000,00","0,00","0,00","0,00","250.000,00"
12614,201838130005,2018,Emenda Individual,FERNANDO MONTEIRO,FERNANDO MONTEIRO,0005,INAJÁ - PE,Saúde,Assistência hospitalar e ambulatorial,250000.0,"0,00","0,00","0,00","250.000,00","0,00"
12710,201827240007,2018,Emenda Individual,PASTOR EURICO,PASTOR EURICO,0007,JABOATÃO DOS GUARARAPES - PE,Defesa nacional,Defesa terrestre,250000.0,"0,00","0,00","181.480,28","0,00","250.000,00"
12869,201727240005,2017,Emenda Individual,PASTOR EURICO,PASTOR EURICO,0005,RECIFE - PE,Defesa nacional,Defesa terrestre,250000.0,"134.918,81","134.918,81","0,00","0,00","115.081,19"
13008,201831870003,2018,Emenda Individual,FELIPE CARRERAS,FELIPE CARRERAS,0003,BREJÃO - PE,Saúde,Administração geral,250000.0,"250.000,00","250.000,00","0,00","0,00","0,00"
13020,201723550020,2017,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0020,ILHA DE ITAMARACÁ - PE,Saúde,Administração geral,25.0,"25,00","25,00","0,00","0,00","0,00"
13070,202040500004,2020,Emenda Individual,OSSESIO SILVA,OSSESIO SILVA,0004,RECIFE - PE,Saúde,Assistência hospitalar e ambulatorial,250227.0,"250.227,00","250.227,00","0,00","0,00","0,00"
13086,201930530006,2019,Emenda Individual,BETINHO GOMES,BETINHO GOMES,0006,ARARIPINA - PE,Saúde,Assistência hospitalar e ambulatorial,250770.0,"0,00","0,00","328.735,04","0,00","172.804,96"
13101,201638130018,2016,Emenda Individual,FERNANDO MONTEIRO,FERNANDO MONTEIRO,0018,SÃO BENEDITO DO SUL - PE,Saúde,Assistência hospitalar e ambulatorial,251920.0,"112.260,00","112.260,00","0,00","0,00","139.660,00"
13169,201612180003,2016,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0003,BONITO - PE,Saneamento,Saneamento básico urbano,256721.06,"0,00","0,00","0,00","252.498,06","4.223,00"
13246,201930530018,2019,Emenda Individual,BETINHO GOMES,BETINHO GOMES,0018,RIBEIRÃO - PE,Saúde,Assistência hospitalar e ambulatorial,26.0,"26,00","26,00","0,00","0,00","0,00"
13264,201528840012,2015,Emenda Individual,ARMANDO MONTEIRO,ARMANDO MONTEIRO,0012,SANTA CRUZ DA BAIXA VERDE - PE,Saúde,Atenção básica,26.0,"0,00","0,00","0,00","0,00","26,00"
13270,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,GARANHUNS - PE,Assistência social,Assistência comunitária,26.0,"0,00","0,00","0,00","13,00","13,00"
13271,201512180024,2015,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0024,TABIRA - PE,Urbanismo,infra-estrutura urbana,26.0,"0,00","0,00","0,00","0,00","26,00"
13274,201612180019,2016,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0019,SALGUEIRO - PE,Urbanismo,infra-estrutura urbana,26.0,"4.260,00","4.260,00","0,00","0,00","255.740,00"
13278,201527210012,2015,Emenda Individual,JORGE CORTE REAL,JORGE CORTE REAL,0012,IGARASSU - PE,Urbanismo,infra-estrutura urbana,26.0,"0,00","0,00","0,00","0,00","26,00"
13285,201612180005,2016,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0005,BREJINHO - PE,Urbanismo,infra-estrutura urbana,26.0,"0,00","0,00","0,00","0,00","26,00"
13353,201527210013,2015,Emenda Individual,JORGE CORTE REAL,JORGE CORTE REAL,0013,GARANHUNS - PE,Urbanismo,infra-estrutura urbana,262111.0,"0,00","0,00","0,00","0,00","262.111,00"
13368,201612990014,2016,Emenda Individual,RAUL JUNGMANN,RAUL JUNGMANN,0014,ARARIPINA - PE,Agricultura,Promoção da produção agropecuária,263250.0,"0,00","0,00","6.581,00","0,00","256.669,00"
13411,201612990008,2016,Emenda Individual,RAUL JUNGMANN,RAUL JUNGMANN,0008,RECIFE - PE,Direitos da cidadania,"Direitos individuais, coletivos e difusos",267000.0,"0,00","0,00","0,00","0,00","267.000,00"
13486,201927230010,2019,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0010,ABREU E LIMA - PE,Saúde,Assistência hospitalar e ambulatorial,270000.0,"270.000,00","270.000,00","0,00","0,00","0,00"
13487,201927230024,2019,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0024,LAGOA DO CARRO - PE,Saúde,Atenção básica,270000.0,"270.000,00","270.000,00","0,00","0,00","0,00"
13494,201927230002,2019,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0002,ARCOVERDE - PE,Saúde,Atenção básica,270000.0,"270.000,00","270.000,00","0,00","0,00","0,00"
13496,202025730006,2020,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0006,ÁGUAS BELAS - PE,Urbanismo,Assistência comunitária,270000.0,"0,00","0,00","299.000,00","0,00","241.000,00"
13498,201927230004,2019,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0004,BREJO DA MADRE DE DEUS - PE,Saúde,Atenção básica,270000.0,"270.000,00","270.000,00","0,00","0,00","0,00"
13500,201927230018,2019,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0018,RECIFE - PE,Direitos da cidadania,"Direitos individuais, coletivos e difusos",27.0,"0,00","0,00","454.450,00","0,00","85.550,00"
13517,201612180002,2016,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0002,ARCOVERDE - PE,Saúde,Atenção básica,270000.0,"270.000,00","270.000,00","0,00","0,00","0,00"
13525,201627230002,2016,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0002,PESQUEIRA - PE,Saúde,Administração geral,270000.0,"270.000,00","270.000,00","0,00","0,00","0,00"
13635,201636860011,2016,Emenda Individual,JOAO FERNANDO COUTINHO,JOAO FERNANDO COUTINHO,0011,RECIFE - PE,Ciência e Tecnologia,Desenvolvimento tecnológico e engenharia,276722.0,"0,00","0,00","0,00","0,00","276.722,00"
13654,201827210015,2018,Emenda Individual,JORGE CORTE REAL,JORGE CORTE REAL,0015,LAGOA DOS GATOS - PE,Urbanismo,infra-estrutura urbana,278999.19,"3.500,00","3.500,00","1.398,46","250.476,19","24.323,77"
13655,201727230002,2017,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0002,CARPINA - PE,Saúde,Administração geral,279000.0,"279.000,00","279.000,00","0,00","0,00","0,00"
13680,202035390007,2020,Emenda Individual,LUCIANO BIVAR,LUCIANO BIVAR,0007,ARARIPINA - PE,Assistência social,Alimentação e nutrição,279998.5,"279.998,50","279.998,50","0,00","0,00","0,00"
13687,201723550006,2017,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0006,SANTA CRUZ DA BAIXA VERDE - PE,Assistência social,Assistência comunitária,280000.0,"0,00","0,00","0,00","0,00","280.000,00"
13817,202016900010,2020,Emenda Individual,RENILDO CALHEIROS,RENILDO CALHEIROS,0010,MIRANDIBA - PE,Agricultura,Promoção da produção agropecuária,286500.0,"0,00","0,00","286.500,00","286.500,00","0,00"
13836,201627230025,2016,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0025,JABOATÃO DOS GUARARAPES - PE,Desporto e lazer,Desporto comunitário,288508.08,"0,00","0,00","0,00","0,00","288.508,08"
13869,201528840001,2015,Emenda Individual,ARMANDO MONTEIRO,ARMANDO MONTEIRO,0001,IGUARACI - PE,Agricultura,Promoção da produção agropecuária,290000.0,"0,00","0,00","0,00","290.000,00","0,00"
13890,201637670006,2016,Emenda Individual,TADEU ALENCAR,TADEU ALENCAR,0006,BEZERROS - PE,Saúde,Assistência hospitalar e ambulatorial,290240.0,"246.500,00","246.500,00","0,00","0,00","43.740,00"
13894,201627170001,2016,Emenda Individual,ANDERSON FERREIRA,ANDERSON FERREIRA,0001,JABOATÃO DOS GUARARAPES - PE,Saúde,Atenção básica,290290.0,"0,00","0,00","0,00","0,00","290.290,00"
13899,201624560005,2016,Emenda Individual,EDUARDO DA FONTE,EDUARDO DA FONTE,0005,OLINDA - PE,Saúde,Assistência hospitalar e ambulatorial,290294.0,"0,00","0,00","0,00","0,00","290.294,00"
13928,201627230006,2016,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0006,BREJO DA MADRE DE DEUS - PE,Saúde,Administração geral,291026.0,"291.026,00","291.026,00","0,00","0,00","0,00"
13929,201627230020,2016,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0020,RECIFE - PE,Gestão ambiental,Formação de recursos humanos,291026.0,"0,00","0,00","0,00","291.026,00","0,00"
13930,201627230004,2016,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0004,ARCOVERDE - PE,Saúde,Administração geral,291026.0,"291.026,00","291.026,00","0,00","0,00","0,00"
13939,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,MACAPARANA - PE,Educação,Educação básica,291266.21,"0,00","0,00","0,00","58.253,24","233.012,97"
13997,201923550010,2019,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0010,EXU - PE,Urbanismo,Assistência comunitária,294755.2,"3.642,50","3.642,50","322.801,90","0,00","259.423,50"
14145,201728840006,2017,Emenda Individual,ARMANDO MONTEIRO,ARMANDO MONTEIRO,0006,CONDADO - PE,Saúde,Assistência hospitalar e ambulatorial,299000.0,"0,00","0,00","0,00","299.000,00","0,00"
14197,201627240002,2016,Emenda Individual,PASTOR EURICO,PASTOR EURICO,0002,RECIFE - PE,Defesa nacional,Atenção básica,299483.82,"261.734,16","244.048,16","0,00","164,73","55.270,93"
14276,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,PALMEIRINA - PE,Saúde,Atenção básica,299720.0,"0,00","0,00","0,00","0,00","299.720,00"
14295,201527230002,2015,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0002,RECIFE - PE,Gestão ambiental,Formação de recursos humanos,299773.96,"0,00","0,00","0,00","134.842,96","164.931,00"
14341,201527240019,2015,Emenda Individual,PASTOR EURICO,PASTOR EURICO,0019,RECIFE - PE,Defesa nacional,Atenção básica,299867.0,"0,00","0,00","0,00","0,00","299.867,00"
14372,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,LIMOEIRO - PE,Saúde,Atenção básica,299900.0,"0,00","0,00","0,00","0,00","299.900,00"
14403,202140500018,2021,Emenda Individual,OSSESIO SILVA,OSSESIO SILVA,0018,PARNAMIRIM - PE,Educação,Educação básica,299924.49,"0,00","0,00","899.773,47","0,00","0,00"
14501,201727230016,2017,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0016,PAUDALHO - PE,Saúde,Atenção básica,299980.0,"0,00","0,00","0,00","0,00","299.980,00"
14569,201527230023,2015,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0023,PAULISTA - PE,Desporto e lazer,Desporto comunitário,299995.2,"0,00","0,00","0,00","299.995,20","0,00"
14574,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,AGRESTINA - PE,Saúde,Assistência hospitalar e ambulatorial,299996.8,"0,00","0,00","0,00","199.996,80","100.000,00"
14651,201823920004,2018,Emenda Individual,FERNANDO COELHO FILHO,FERNANDO COELHO FILHO,0004,PETROLINA - PE,Cultura,Difusão cultural,299999.19,"3.500,00","3.500,00","125.965,13","108.190,49","177.536,97"
14677,201827210002,2018,Emenda Individual,JORGE CORTE REAL,JORGE CORTE REAL,0002,CARUARU - PE,Agricultura,Promoção da produção agropecuária,299999.34,"1.400,00","1.400,00","12.742,00","2.100,00","296.499,34"
14810,202227180008,2022,Emenda Individual,AUGUSTO COUTINHO,AUGUSTO COUTINHO,0008,RECIFE - PE,Educação,Ensino superior,30.0,"0,00","0,00","435.000,00","0,00","165.000,00"
14897,202140500019,2021,Emenda Individual,OSSESIO SILVA,OSSESIO SILVA,0019,OLINDA - PE,Desporto e lazer,Desporto comunitário,30.0,"3.500,00","3.500,00","889.500,00","0,00","0,00"
14900,202140500003,2021,Emenda Individual,OSSESIO SILVA,OSSESIO SILVA,0003,BOM JARDIM - PE,Saúde,Atenção básica,30.0,"30,00","30,00","0,00","0,00","0,00"
14954,202141750003,2021,Emenda Individual,TULIO GADELHA,TULIO GADELHA,0003,LAGOA DE ITAENGA - PE,Educação,Educação básica,300000.0,"0,00","0,00","900.000,00","0,00","0,00"
15006,202128850006,2021,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0006,SERRA TALHADA - PE,Cultura,Difusão cultural,300000.0,"0,00","0,00","602.297,63","0,00","297.702,37"
15039,202228850019,2022,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0019,PEDRA - PE,Encargos especiais,Outras transferências,30.0,"0,00","0,00","30,00","0,00","30,00"
15042,202228850024,2022,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0024,PASSIRA - PE,Encargos especiais,Outras transferências,30.0,"0,00","0,00","30,00","0,00","30,00"
15294,201532040006,2015,Emenda Individual,FERNANDO FERRO,FERNANDO FERRO,0006,SERRA TALHADA - PE,Cultura,Difusão cultural,30.0,"30,00","30,00","0,00","0,00","0,00"
15345,201512180002,2015,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0002,ARARIPINA - PE,Saúde,Atenção básica,300000.0,"0,00","0,00","0,00","0,00","300.000,00"
15386,201610710003,2016,Emenda Individual,CARLOS EDUARDO CADOCA,CARLOS EDUARDO CADOCA,0003,AGRESTINA - PE,Saúde,Atenção básica,300000.0,"0,00","0,00","0,00","0,00","300.000,00"
15454,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,TEREZINHA - PE,Saúde,Atenção básica,30.0,"0,00","0,00","0,00","0,00","30,00"
15463,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,SURUBIM - PE,Desporto e lazer,Desporto comunitário,30.0,"0,00","0,00","0,00","0,00","30,00"
15465,201612180012,2016,Emenda Individual,GONZAGA PATRIOTA,GONZAGA PATRIOTA,0012,ITAPETIM - PE,Saúde,Assistência hospitalar e ambulatorial,300000.0,"50.000,00","50.000,00","0,00","250.000,00","0,00"
15524,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,SANTA CRUZ DO CAPIBARIBE - PE,Urbanismo,infra-estrutura urbana,30.0,"0,00","0,00","0,00","0,00","30,00"
15528,201527210017,2015,Emenda Individual,JORGE CORTE REAL,JORGE CORTE REAL,0017,SÃO CAITANO - PE,Urbanismo,infra-estrutura urbana,30.0,"0,00","0,00","0,00","0,00","30,00"
15541,201637000014,2016,Emenda Individual,KAIO MANICOBA,KAIO MANICOBA,0014,SERRA TALHADA - PE,Urbanismo,infra-estrutura urbana,300000.0,"0,00","0,00","0,00","0,00","300.000,00"
15551,201527220009,2015,Emenda Individual,JOSE AUGUSTO MAIA,JOSE AUGUSTO MAIA,0009,AGRESTINA - PE,Saúde,Atenção básica,300000.0,"0,00","0,00","0,00","0,00","300.000,00"
15569,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,POÇÃO - PE,Saúde,Atenção básica,30.0,"0,00","0,00","0,00","0,00","30,00"
15575,201623550021,2016,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0021,SANTA CRUZ DA BAIXA VERDE - PE,Comércio e serviços,Turismo,300000.0,"0,00","0,00","0,00","0,00","300.000,00"
15594,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,PAULISTA - PE,Saúde,Atenção básica,300000.0,"0,00","0,00","0,00","0,00","300.000,00"
15596,201623550001,2016,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0001,AGRESTINA - PE,Saúde,Administração geral,300000.0,"300.000,00","300.000,00","0,00","0,00","0,00"
15599,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,PASSIRA - PE,Saúde,Atenção básica,300000.0,"0,00","0,00","0,00","0,00","300.000,00"
15619,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,OLINDA - PE,Saúde,Assistência hospitalar e ambulatorial,300000.0,"0,00","0,00","0,00","0,00","300.000,00"
15644,201627210021,2016,Emenda Individual,JORGE CORTE REAL,JORGE CORTE REAL,0021,BREJÃO - PE,Saúde,Assistência hospitalar e ambulatorial,300000.0,"0,00","0,00","0,00","300.000,00","0,00"
15661,201724560019,2017,Emenda Individual,EDUARDO DA FONTE,EDUARDO DA FONTE,0019,CALÇADO - PE,Desporto e lazer,Desporto comunitário,300000.0,"0,00","0,00","4.575,00","292.500,00","7.500,00"
15696,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,ITAMBÉ - PE,Urbanismo,infra-estrutura urbana,30.0,"0,00","0,00","0,00","295.300,00","4.700,00"
15718,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,GRANITO - PE,Saúde,Atenção básica,30.0,"0,00","0,00","0,00","0,00","30,00"
15726,201636860013,2016,Emenda Individual,JOAO FERNANDO COUTINHO,JOAO FERNANDO COUTINHO,0013,PALMARES - PE,Educação,Ensino superior,30.0,"0,00","0,00","30,00","0,00","0,00"
15727,201636860012,2016,Emenda Individual,JOAO FERNANDO COUTINHO,JOAO FERNANDO COUTINHO,0012,RECIFE - PE,Ciência e Tecnologia,Desenvolvimento científico,30.0,"0,00","0,00","0,00","0,00","30,00"
15738,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,FLORESTA - PE,Saúde,Atenção básica,300000.0,"0,00","0,00","0,00","0,00","300.000,00"
15749,S/I,2014,Emenda Individual,Sem informação,Sem informação,S/I,DORMENTES - PE,Agricultura,Promoção da produção agropecuária,300000.0,"0,00","0,00","0,00","7.500,00","292.500,00"
15857,201823550008,2018,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0008,BETÂNIA - PE,Saúde,Administração geral,300000.0,"300.000,00","300.000,00","0,00","0,00","0,00"
15858,201823550011,2018,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0011,CAETÉS - PE,Saúde,Saneamento básico urbano,300000.0,"0,00","0,00","0,00","300.000,00","0,00"
15860,201823550021,2018,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0021,GARANHUNS - PE,Saúde,Administração geral,300000.0,"300.000,00","300.000,00","0,00","0,00","0,00"
15990,201830320010,2018,Emenda Individual,ADALBERTO CAVALCANTI,ADALBERTO CAVALCANTI,0010,PETROLINA - PE,Saúde,Administração geral,300000.0,"300.000,00","300.000,00","0,00","0,00","0,00"
15993,201824560010,2018,Emenda Individual,EDUARDO DA FONTE,EDUARDO DA FONTE,0010,PASSIRA - PE,Saúde,Atenção básica,300000.0,"300.000,00","300.000,00","0,00","0,00","0,00"
16098,201827230015,2018,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0015,RECIFE - PE,Direitos da cidadania,"Direitos individuais, coletivos e difusos",300000.0,"0,00","0,00","0,00","0,00","300.000,00"
16100,201927180001,2019,Emenda Individual,AUGUSTO COUTINHO,AUGUSTO COUTINHO,0001,RECIFE - PE,Cultura,Difusão cultural,300000.0,"0,00","0,00","500.000,00","0,00","100.000,00"
16126,201930530012,2019,Emenda Individual,BETINHO GOMES,BETINHO GOMES,0012,RIBEIRÃO - PE,Saúde,Atenção básica,30.0,"30,00","30,00","0,00","0,00","0,00"
16161,201827180009,2018,Emenda Individual,AUGUSTO COUTINHO,AUGUSTO COUTINHO,0009,PETROLÂNDIA - PE,Administração,Promoção da produção agropecuária,300000.0,"0,00","0,00","59.047,62","270.476,19","0,00"
16190,201727230004,2017,Emenda Individual,LUCIANA SANTOS,LUCIANA SANTOS,0004,CONDADO - PE,Saúde,Atenção básica,30.0,"0,00","0,00","0,00","0,00","30,00"
16192,201827210017,2018,Emenda Individual,JORGE CORTE REAL,JORGE CORTE REAL,0017,OLINDA - PE,Saúde,Administração geral,30.0,"30,00","30,00","0,00","0,00","0,00"
16194,201827210010,2018,Emenda Individual,JORGE CORTE REAL,JORGE CORTE REAL,0010,ESCADA - PE,Saúde,Administração geral,30.0,"30,00","30,00","0,00","0,00","0,00"
16196,201827210006,2018,Emenda Individual,JORGE CORTE REAL,JORGE CORTE REAL,0006,CARNAUBEIRA DA PENHA - PE,Saúde,Administração geral,30.0,"30,00","30,00","0,00","0,00","0,00"
16197,201827210004,2018,Emenda Individual,JORGE CORTE REAL,JORGE CORTE REAL,0004,BELÉM DO SÃO FRANCISCO - PE,Saúde,Administração geral,30.0,"30,00","30,00","0,00","0,00","0,00"
16265,201838080008,2018,Emenda Individual,JARBAS VASCONCELOS,JARBAS VASCONCELOS,0008,RECIFE - PE,Educação,Ensino superior,300000.0,"0,00","0,00","35.038,96","0,00","264.961,04"
16292,201828850008,2018,Emenda Individual,HUMBERTO COSTA,HUMBERTO COSTA,0008,SERRA TALHADA - PE,Educação,Educação básica,30.0,"0,00","0,00","0,00","0,00","30,00"
16325,201727210012,2017,Emenda Individual,JORGE CORTE REAL,JORGE CORTE REAL,0012,POMBOS - PE,Urbanismo,infra-estrutura urbana,300000.0,"0,00","0,00","0,00","0,00","300.000,00"
16326,201727210008,2017,Emenda Individual,JORGE CORTE REAL,JORGE CORTE REAL,0008,CONDADO - PE,Urbanismo,infra-estrutura urbana,300000.0,"0,00","0,00","0,00","0,00","300.000,00"
16368,201823920005,2018,Emenda Individual,FERNANDO COELHO FILHO,FERNANDO COELHO FILHO,0005,SALGUEIRO - PE,Assistência social,Assistência comunitária,30.0,"30,00","30,00","0,00","0,00","0,00"
16638,201936860019,2019,Emenda Individual,JOAO FERNANDO COUTINHO,JOAO FERNANDO COUTINHO,0019,MARAIAL - PE,Saúde,Atenção básica,30.0,"30,00","30,00","0,00","0,00","0,00"
16641,201936860020,2019,Emenda Individual,JOAO FERNANDO COUTINHO,JOAO FERNANDO COUTINHO,0020,PAULISTA - PE,Saúde,Assistência hospitalar e ambulatorial,30.0,"0,00","0,00","30,00","0,00","30,00"
16642,201936860022,2019,Emenda Individual,JOAO FERNANDO COUTINHO,JOAO FERNANDO COUTINHO,0022,CARUARU - PE,Saúde,Atenção básica,30.0,"0,00","0,00","30,00","0,00","30,00"
16694,202037600016,2020,Emenda Individual,SEBASTIAO OLIVEIRA,SEBASTIAO OLIVEIRA,0016,RECIFE - PE,Saúde,Assistência hospitalar e ambulatorial,30.0,"0,00","0,00","30,00","500,00","299.500,00"
16712,201923550009,2019,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0009,CONDADO - PE,Saúde,Atenção básica,300000.0,"300.000,00","300.000,00","0,00","0,00","0,00"
16713,201923550011,2019,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0011,IATI - PE,Saúde,Atenção básica,300000.0,"300.000,00","300.000,00","0,00","0,00","0,00"
16714,201923550012,2019,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0012,IBIMIRIM - PE,Urbanismo,infra-estrutura urbana,300000.0,"0,00","0,00","327.000,00","0,00","286.500,00"
16715,201923550014,2019,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0014,ITAQUITINGA - PE,Saúde,Atenção básica,300000.0,"300.000,00","300.000,00","0,00","0,00","0,00"
16718,201923550017,2019,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0017,PARANATAMA - PE,Saúde,Atenção básica,300000.0,"300.000,00","300.000,00","0,00","0,00","0,00"
16721,201923550025,2019,Emenda Individual,SILVIO COSTA,SILVIO COSTA,0025,TEREZINHA - PE,Saúde,Atenção básica,300000.0,"300.000,00","300.000,00","0,00","0,00","0,00"
16793,202027180001,2020,Emenda Individual,AUGUSTO COUTINHO,AUGUSTO COUTINHO,0001,RECIFE - PE,Cultura,Difusão cultural,300000.0,"0,00","0,00","300.000,00","0,00","300.000,00"
16959,201937260009,2019,Emenda Individual,MARINALDO ROSENDO,MARINALDO ROSENDO,0009,SÃO JOAQUIM DO MONTE - PE,Saúde,Atenção básica,30.0,"30,00","30,00","0,00","0,00","0,00"
16960,202027240002,2020,Emenda Individual,PASTOR EURICO,PASTOR EURICO,0002,AMARAJI - PE,Saúde,Assistência hospitalar e ambulatorial,30.0,"0,00","0,00","30,00","30,00","0,00"
